ORF	NAME	TCA	Resp	Ribo	Proteas	Hist	HTH	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YMR229C	RRP5   RRNA PROCESSING          UNKNOWN; REQUIRED FOR PRE-RRNA CLEAVAGE	-1	-1	-1	-1	-1	-1	-0.17	0.58	-0.94	-0.07	-0.23	-0.32	-0.15	-0.04	0.32	-0.47	-0.12	0.04	-0.15	-0.17	0.33	-0.2	0.15	-0.15	-0.45	-0.76	-0.27	0.16	0.25	0.56	-0.07	-0.43	0.03	-0.92	-0.64	-0.92	-1.06	-0.49	0.08	-0.23	-0.27	-0.74	-0.6	-0.81	0.43	1.37	-0.09	-1.03	-0.09	-0.14	-0.81	0.19	-1.18	-0.42	-1.84	-0.92	-1.51	-1.25	-0.67	-0.97	-0.56	0.08	-2.25	-2.12	0.33	-1.29	-0.12	0.57	-0.47	0.61	-1.32	-0.45	-1.22	-1.6	0.82	0.23	0.99	0.81	0.04	0.03	0.11	-0.69	-0.89	-1.69	-1.89
YMR231W	PEP5   VACUOLE BIOGENESIS       UNKNOWN; VACUOLAR PERIPHERAL MEMBRANE PROTEIN	-1	-1	-1	-1	-1	-1	-0.38	-0.1	-0.34	-0.14	-0.22	-0.14	-0.23	-0.15	-0.14	-0.06	-0.36	0.04	-0.22	-0.54	-0.47	-0.2	-0.15	-0.01	-0.6	-0.17	-0.2	-0.09	-0.1	0.04	-0.22	-0.04	-0.09	-0.03	0.29	-0.14	-0.09	-0.01	0.28	0.19	-0.58	-0.54	-0.62	-0.07	-0.1	1.24	0.81	-0.92	-0.94	-0.18	-1.09	-0.12	-0.6	-0.4	0.34	0.46	0.58	-0.25	0.01	-0.49	-0.4	-1.29	0.88	0.7	-0.18	-0.01	-0.22	0.23	0.06	0.12	-0.32	-0.38	-0.01	-0.03	-0.64	-0.38	-0.62	-0.97	-0.1	-0.12	0.08	-0.15	-0.29	-0.3	-0.49
YMR232W	FUS2   MATING; CELL FUSION      FUS1 SUPPRESSOR	-1	-1	-1	-1	-1	-1	3.91	0.91	0.21	0.21		-0.1	-0.09	0.06	-0.12	-0.3	-0.09	-0.04	0.07	-0.25	-0.18	0.06	0.01	0.18	-0.54	-0.22	-0.25	0.45	0.04	-0.07	-0.04	-0.49	-0.58	-0.67	-0.45	-0.74	-0.89	-0.79	0.16	-0.17	-0.49	-0.29	-0.89	-0.49	1.03	0.68	-0.2	-1.79	0.06	0.11	-1.64	-0.06	-0.29	-0.38	0.33		2.75	2.26	2.52	-2	0.82	0.11	0.58	2.87	0.15	-0.15	0.54	0.19	0.52	0.53	-0.58	-0.18	-0.56	-0.56	0.06	0.4	0.26	0.29	-0.42	-0.38	0.3	-0.12	-0.43	0.55	0.4
YMR234W	RNH1   DNA REPLICATION (PUTATIV RIBONUCLEASE H	-1	-1	-1	-1	-1	-1	-0.06	0.08	-0.15	0.06		0.11	-0.15	0.11	0.08	-0.17	-0.04	-0.15	-0.07	-0.22	-0.01	0.04	-0.01	-0.06	-0.1	-0.22	-0.1	0.11	0.12	0.1	0.11	-0.06	-0.29	-0.15	-0.01	-0.18	-0.43	-0.09	-0.56	0.31	-0.45	-0.54	-0.58	-0.25	-0.03	1.28	-0.2	-1.4	-0.76	0.53	-1.4	-0.29	-0.92	-0.14	0.75	1.08	0.7	0.11	-0.4	-0.4	-0.29	-1.51	0.83	1.39	-0.15	-0.47	-0.29	-1.03	-0.69	-0.22	0.11	0.29			-0.25	0.57	-0.01	0.24		-0.3	0.39	0.03	-0.27	0.26	-0.3
YMR235C	RNA1   RNA EXPORT               GTPASE ACTIVATING PROTEIN FOR GSP1P	-1	-1	-1	-1	-1	-1	-0.09	0.11	-0.6	-0.1	-0.34	-0.06	-0.22	-0.1	-0.01	0.14	-0.25	0.07	-0.03	-0.34	0.01	-0.23	0.12	-0.03	-0.29	-0.1	0.11	-0.07	0.45	0.42	-0.03	0.1	-0.15	0.24	0.4	0.07	-0.23	0.19	0.38	0.32	0.2	-0.32	0.15	0.08	0.04	0.19	-0.23	-0.27	-0.07	-0.62	-0.03	-0.12	-0.09	0.03	0.28	0.41	0.03	-0.12	-0.4	-0.23	-0.51	-1.4	0.21	0.77	-0.29	-0.94	-0.86	-1.09	-0.71	-0.17	0.2	-0.38	-0.03	-0.18	-0.47	-0.23	-0.67		0.07	0.2	0.5		-0.07	-0.2	-1.36
YMR236W	TAF17  TRANSCRIPTION            TFIID 17 KD SUBUNIT	-1	-1	-1	-1	-1	-1	0.06	-0.04	-0.2	-0.17	-0.15	-0.29	-0.27	-0.2	-0.17	-0.47	-0.12	-0.43	-0.29	-0.54	-0.2	-0.23	-0.14	-0.4	0.23		0.29	0.11	0.26	0.04	0.28	0.19	0.1	-0.18	0.04	0.06	0.28	0.15	0.03	-0.03	0.04	-0.1	0.1	0.3	-0.42	0.57	-0.03	-0.04	0.15	0.16	0.52	0.29	0.59	-0.18	0.03	-0.32	-0.43	-0.79	-0.64	0.23	-0.29	-0.25	-0.18	-0.12	-0.06	-0.03	0.1	-0.32	-0.29	0.16	0.11	-0.04	0.04	0.26	-0.23	0.4	0.04	-0.29	0.24	0.08	0.34	0.08	-0.1	0.56	-0.07
YMR238W	DFG5   PSEUDOHYPHAL GROWTH      UNKNOWN	-1	-1	-1	-1	-1	-1	0.39	0.06	0.3	0.31	0.2	0.07	0.3		-0.01	-0.49	-0.2	-0.18	-0.04	-0.23	0.06	0.1	-0.18	-0.32	-0.62	-0.47	0.03	-0.43	-0.3	-0.1	0.18	0.11	0.16	-0.17	-0.15	0.18	0.08	-0.04	0.24	-0.12	0.88	1.02	0.45	-0.18	-0.29	0.75	0.57	0.34	-0.09	-1.18	-0.07	-0.01	0.3	0.08	-1.22	-1.32	-1.69	-1.4	-1.4	-0.17	-0.51	-0.62	-1.29	-0.94	-0.09	-0.01	-0.06	-0.32	-0.01	-0.29	-0.22	-0.81	0.1	0.62	-0.12	0.16	-0.23	0.32	0.28	0.32	0.38	0.04	-0.23	0.14	-0.45
YMR239C	RNT1   RRNA PROCESSING          RIBONUCLEASE III	-1	-1	-1	-1	-1	-1	-0.07	-0.74	-0.58	-0.84	-0.14	-0.34	-0.06	0.08	0.01	0.03	-0.03	-0.23	-0.15	-0.47	-0.62	-0.43	-0.18	-0.18	-0.92	-0.67	-0.6	-0.29	0.42	0.52	-0.34	-0.23	-0.34	-0.32	-0.42	-0.69	-0.94	-0.43	0.08	0.06	-0.2	0.1	0.04	-0.42	-0.45	0.54	-0.1	-2.18	-0.71	0.63	-0.94	0.79	-0.23	-0.25	-0.94		-1.29	-0.6	-0.38	-0.51	-1.15	-0.62	-2.25		-0.22	-1.29	-0.38	0.37	-0.56	-0.36	-0.2	-0.47	-0.89	-0.97	-0.92	0.64	-0.74	-0.84	0.07	-0.23	0.07	-0.81	-0.94	-1.79	-1.84
YMR240C	CUS1   MRNA SPLICING            U2 SNRNP PROTEIN	-1	-1	-1	-1	-1	-1		-0.22	-0.07	-0.06	0.03	-0.01	0.26	0.08	0.06	-0.29		-0.2	-0.07	-0.38	0.1	-0.12	0.04	-0.12	-0.4	-0.34	-0.23	-0.22	-0.03	0.03	-0.32	-0.01		-0.29	-0.56	-0.22	-0.4	-0.12	-0.3	0.14	-0.67	-0.4	-0.49	-0.18	0.08	1.73	0.33	-1.29	-0.62	0.7	-0.97	0.32	-0.71	-0.3	0.78	0.86	0.6	0.26	-0.03	-0.1	-0.34	-0.74	0.77	1.52	-0.34	-0.27		0.63	0.26	0.56	-0.32	-0.09	-0.45	-0.45	-0.34	0.6	0.18	-0.15	-0.17	-0.2	-0.14	-0.14	-0.03	0.11	0.24
YMR242C	RPL20A PROTEIN SYNTHESIS        RIBOSOMAL PROTEIN L20A	-1	-1	1	-1	-1	-1	0.23		0.01	0.12	-0.09	0.11	0.12	0.18	0.08	-0.14	0.12	-0.25	0.19	-0.15	0.58	-0.17	-0.29	-0.12	-0.67	0.12	0.39	0.15	0.61	0.63	0.5	0.48	0.14	0.08	0.24	0.06	-0.43	-0.07	0.43	0.04	-0.3	-0.76	-0.67	-0.56	0.21	1.66	-0.03	-0.89	-0.23	0.34	-1.4	-0.47	-0.71	-0.09	-1.51	-2.32	-2.12	-1.4	-0.74	0.62	-0.25	1.26	-3.06	-4.06	-0.25	-1.79	-2.94	-1.94	-1.22	-1.06	0.46	0.4	-0.69	-1.29	-0.14	-0.09	-0.3	-1.25	0.3	0.24	0.33	-0.14	-0.22	-1.47	-2
YMR243C	ZRC1   ZINC AND CADMIUM ION HOM UNKNOWN	-1	-1	-1	-1	-1	-1	-0.32	-0.47	-0.56	-1.4	-0.29	-0.32	0.3	-0.04	0.1	-0.1	0.01	-0.42	-0.09	-0.43	0.06	-0.42	0.08	-0.2	-0.58	-0.45	-0.45	-0.47	0.2	0.25	0.14	0.37	0.12	0.36	0.21	0.16	0.18	0.06	-0.4	0.15	-0.3	0.34	-0.1	-0.06	-0.32	0.41	0.43	-1.74	0.03	0.36	-0.64		-0.36	-0.29	0.06	0.23	1.38	1.42	1.42	-0.18	0.7	0.88	-0.6	-0.84	-0.29	-1.36	-1.69	-1.15	-0.38	-0.27	0.2	-1.6	-1.22	-1.15	-0.54	-0.56	-0.84	-2	0.08	0.18	0.69	-0.17	-0.17	-0.67	-0.45
YMR246W	FAA4   FATTY ACID METABOLISM    LONG-CHAIN-FATTY-ACID--COA LIGASE	-1	-1	-1	-1	-1	-1	-0.03	-0.89	-1.22	-1.6	-1.36	-1.12	-0.76	-0.74	-0.56	-0.29	-0.01	0.06	0.04	-0.23	-0.18	-0.62	-0.22	-0.3	-0.42	0.37	-0.43	-0.81	-0.25	-0.09	-0.04	0.14	-0.04	0.1	-0.03	0.49	0.04	0.1	1.02	0.71	-0.56	-0.62	-1.25	-1.47	-0.2	0.52	-0.51	-0.07	-0.4	-0.79	-0.18	-0.1	-0.58	-0.23	-0.1	-0.43	-1.29	-1.89	-2	0.56	-1.15	-1.89	0.49	-0.43	-0.17	-1.18	-1.79	-1	0.29	-0.25	-0.74	-2	-1.4	-1.25	0.04	-0.64	0.31	-0.07	0.28	0.49	0.5	-0.58	-0.79	-1.29	-1.43
YMR257C	PET111 PROTEIN SYNTHESIS        COX2 TRANSLATIONAL ACTIVATOR	-1	-1	-1	-1	-1	-1	-0.4	-0.09	-0.15	-0.43	-0.71	-0.42	-0.3	-0.18	-0.36	0.1	-0.54	-0.06	-0.38	-0.07	-1	-0.23	-0.34	-0.38	-0.15	-0.07	0.61	-0.38	-0.32	-0.23	-0.23	-0.07	-0.36	-0.14	0.14	-0.12	-0.29	-0.17	-0.38	-0.09	-0.67	-0.49	-0.45	-0.4	-0.42	1.5	-0.22	-0.81	-0.22	0.4	-0.54	-0.76	-0.62	-0.15	-0.92	-1.06	-1.29	-0.12	-1.06	-0.25	-0.86	-0.2	0.03	-0.4	-0.22	0.04	0.39	-0.27		-0.84	-0.6	-0.23	-0.43	-0.38	-0.3	0.62	-0.51	-0.36	0.03	-0.22	-0.32	-0.56	-0.58	0.03	-0.29
YMR260C	TIF11  PROTEIN SYNTHESIS        TRANSLATION INITIATION FACTOR EIF1A	-1	-1	-1	-1	-1	-1	0.24	-0.1	-0.09	-0.14	-0.42	-0.22	-0.17	-0.09	0.16	-0.27	0.2	-0.43	-0.14	-0.54		-0.32	-0.09	-0.34	-0.04	-0.34	0.1	0.08	0.55	0.52	0.26	0.26	-0.18	-0.27	0.32	-0.15	-0.56	-0.42	-0.2	-0.15	-0.4	0.03	-0.54		0.14	0.76	0.03	-1.6	-0.58	0.15	-1.09	-0.2	-0.49	-0.1	-0.27	0.19	0.78	0.81	0.68	-0.74	0.32		-1.32	-1.15	-0.54	-1.18	-1.89	-1.94	-1.25	-0.97	0.3	0.93	-0.51	-0.6	-0.42	-0.01	-0.38	-1.06	0.37	0.32	0.67	0.04		-0.09	-1.09
YMR261C	"TPS3   TREHALOSE UTILIZATION    ALPHA,ALPHA-TREHALOSE-PHOSPHATE SYNTHASE"	-1	-1	-1	-1	-1	-1	-0.34	0.08	-0.04	-0.34	-0.49	-0.32	-0.43	-0.56	-0.34	-0.07	-0.09	0.06	-0.04	-0.4	-0.62	-0.34	-0.58	-0.15	0.39	0.11	0.08	-0.03	-0.69	-0.49	-0.4	0.19	0.29	0.2	-0.15	0.38	0.44	0.41	-0.94	-0.32	-0.67	-0.71	-0.42	-0.22	-0.58	0.75	0.26	-0.67	-0.43	0.2	-0.43	-0.3	-0.71	-0.23	-0.74	-1.18	-1.47	-0.94	-1.32	0.39	-1	-0.56	-0.1	-0.69	0.25	1.6	0.54	0.06	0.43	0.31	-0.34	-0.69	-0.71	-0.47	0.23	0.38	1.5	0.93	-0.09	-0.17	-0.4	0.25	-0.06	0.37	-0.01
YMR264W	"CUE1   PROTEIN DEGRADATION, UBI RECRUITS ENZYME UBC7P TO MEMBRANE"	-1	-1	-1	-1	-1	-1	-0.17	-0.09	0.01	0.08	-0.07	0.07	0.03	0.07	0.08	-0.43	-0.04	-0.38	-0.07	-0.32	-0.1	-0.36	-0.36	-0.51	0.2	0.08	0.14	-0.1	0.12	-0.03	0.14	0.08	-0.18	-0.22	-0.12	-0.1	-0.17	-0.01	0.33	-0.01	0.01	0.18	-0.07	0.07	0.16	0.25	-0.1	-0.2	0.23	-0.64	-0.03	-0.12	0.04	-0.2	0.7	0.28	0.04	-0.32	-0.43	0.3	-0.62	-1.09	0.34	-0.01	0.01	-0.09	0.34	-0.34	0.19	0.4	0.07	-0.3	0.03	-0.04	0.1	0.29	-1.4	-0.79	-0.1	0.23	0.53	-0.06	0.07	0.59	0.28
YMR267W	"PPA2   OXIDATIVE PHOSPHORYLATIO INORGANIC PYROPHOSPHATASE, MITOCHONDRIAL"	-1	-1	-1	-1	-1	-1	-0.18	-0.06	-0.07	-0.34		-0.01	0.26	-0.09	-0.04	-0.2	-0.18	-0.18	-0.09	-0.42	-0.2	-0.38	-0.2	-0.12	0.28	-0.62	-0.42	-0.47	-0.3	0.12	-0.1	0.14		-0.03	0.1	0.04	-0.12	-0.15	0.66	0.3	0.26	0.36	0.58	0.41	0.58	0.53	0.59	0.77	0.77	-0.56	0.99	0.9	1.09	-0.36	-0.58	-0.76	-0.92	-1.32	-1.4	0.21	-0.49	-1.4	-1.18	-0.43	-0.54	-0.15	-0.22	-0.23	-0.23	-0.45	0.11	0.11	0.03	-0.23	-0.69	0.59	-0.22	-0.47	-0.38	-0.27	0.3	-0.12	0.25	0.6	-0.22
YMR268C	PRP24  MRNA SPLICING            U4/U6 SNRNP PROTEIN	-1	-1	-1	-1	-1	-1	0.23	-0.58	0.23	0.07	0.07	-0.18	0.07	-0.2	0.12	-0.43	-0.1	-0.32	-0.07	-0.38	-0.09	-0.12	0.06	-0.3	0.16	-0.45	-0.51	0.26	0.28	-0.04		-0.18	-0.6	-0.42	-0.32	-0.54	-1.64	-0.45	-0.4	0.14	-0.17		-0.17	-0.04	-0.23	1.06	0.55	-0.71	-0.38	-0.1	-0.71	-0.34	-0.32	-0.58	-0.89		-0.62	-0.49	-0.76	-0.2	-0.67	-0.34	-0.69	-1.06	-0.34	-0.97	0.06	-0.32	-1.15	0.24	-0.51	-0.71	-0.89	-0.79	-0.32	0.63	0.79	1.21	-0.38	-0.42	-0.42	-0.64	-0.42	-0.54	-0.38
YMR270C	RRN9   TRANSCRIPTION            COMPONENT OF UPSTREAM ACTIVATION FACTOR COMPLEX (UAF)	-1	-1	-1	-1	-1	-1	-0.45	-0.51	-0.29	-0.01		0.12	0.25	0.04	-0.32	-0.29	-0.49	-0.42	-0.14	-0.23	0.04	-0.12	0.14	-0.18	-0.54	-1	-0.43	-0.71	-0.3	-0.2		-0.07	-0.14	-0.49	-0.45	-0.32	-0.42	-0.56		0.03	0.29	-0.1	0.01	-0.29	-0.23	0.14	0.18	0.01	-0.06	-0.42	-0.18	-0.18	-0.17	-0.38	0.99	0.93	0.7	0.7	0.23	0.08	-0.22	-0.71	0.69	0.33	-0.4	-0.38	-0.29	-0.27	0.04	1.02	-0.18	0.04	-0.23	-0.49	-0.36	-0.01	-0.3	-0.23	-0.03	-0.06	0.32	-0.01	0.03	0.04	-0.49
YMR271C	URA10  PYRIMIDINE BIOSYNTHESIS  OROTATE PHOSPHORIBOSYLTRANSFERASE	-1	-1	-1	-1	-1	-1	-0.2	0.08	0.14	-0.12	0.04	0.15	0.12	-0.06	-0.01	-0.17	-0.06	-0.2	0.03	-0.14	-0.27	-0.42	-0.23	-0.42	0.91	-0.32	-0.36	-0.07	-0.04	-0.42	-0.22	-0.34	-0.4	-0.6	-0.25	-0.2	-0.38	-0.04	0.06	-0.32	-0.18	-0.2	-0.29	-0.04	0.08	-0.29	-0.18	0.2	0.38	-0.51	-0.03	0.24	0.28	-0.32	-0.69	-1.51	-1.89	-1.47	-1.12	0.68	-0.92	-0.15	-1.06	-2.18	0.11	0.37	0.03	0.21	-0.29	0.6	-0.58	-0.29	-0.58	-0.27	-0.36	0.33	0.39	0.1	-0.32	-0.36	0.2	-0.25	0.03	1.54	1.28
YMR272C	SCS7   FATTY ACID METABOLISM    CERAMIDE HYDROXYLASE	-1	-1	-1	-1	-1	-1	-0.01	-0.14	0.16	0.01	0.15	-0.22	-0.07	-0.45	-0.62	-0.69	-0.51	-0.56	-0.32	-0.56	-0.14	-0.69	-0.23	-0.89	0.42	-0.22	-0.15	-0.56	-0.14	-0.32	0.12	0.18	-0.04	-0.29	-0.15	0.08	-0.18	-0.01	-0.42	-0.15	0.18	0.65	0.94	0.74	0.83	0.86	0.58	0.62	0.66	-0.14	0.52	0.41	0.43	-0.51	0.7	1.62	2.57	2.61	1.7	-0.89	1.21	0.83	-0.64	-1.22	0.12	0.4	-0.03	-0.29	-0.12	-0.17	0.24	-1	0.16	0.26	0.16	0.25	0.5	0.77		0.34	0.96	0.64	0.87	0.75	0.91
YMR274C	"RCE1   PROTEIN PROCESSING       PROTEASE, ACTS ON RAS AND A-FACTOR C-TERMINI"	-1	-1	-1	-1	-1	-1	-0.81	-1	-0.89	-0.92	-0.23	-0.36	0.1	-0.14	-0.3	-0.34	-0.62	-0.34	-0.18	-0.43	-0.15	-0.32	-0.18	-0.12	-0.42	-0.64	-0.76	-0.81	-0.15	-0.01	-0.01	-0.25	-0.27	-0.36	-0.09	-0.23	-0.58	-0.4	0.06	-0.38	-0.06	0.58	0.51	0.42	0.16	-0.03	-0.22	0.46	0.29	-1.47	-0.42	-0.54	-0.51	-0.79	0.04	-0.67	0.57	0.01	-0.71	-0.23	-0.38	-0.42	0.01	0.19	0.14	-0.04	-0.14	-0.15	0.12	-0.1	-0.4	-0.23	-0.42	-0.58	-0.07	0.23	0.16	0.4	-0.43	-0.04	0.4	-0.34	-0.27	0.38	-0.92
YMR275C	"BUL1   PROTEIN DEGRADATION, UBI UNKNOWN; BINDS RSP5P UBIQUITIN LIGASE"	-1	-1	-1	-1	-1	-1	-0.18	-0.51	0.12	-0.17	0.12	0.07	0.12	-0.22	-0.12	-0.18	-0.01	-0.06	-0.2	-0.34	-0.06	-0.03	0.07	-0.14	-0.23	-0.49	-0.58	-0.62	-0.43	-0.12	-0.3	-0.15	-0.17	-0.34	-0.3	-0.03	-0.03	-0.12	0.06	0.2	-0.06	0.06	-0.06	-0.03	0.16	0.66	0.24	-0.17	-0.2	-0.34	-0.1	-0.25	-0.29	-0.36	-0.4	-0.47	-0.79	-1.06	-0.89	-0.25	-0.34	-0.64	-0.12	-0.04	-0.18	0.58	0.06	-0.01	0.44	-0.58	-0.49	-0.69	-0.07	-0.29	-0.03	-0.06	-0.1	0.57	-0.12	0.1	-0.12	-0.43	-0.47	0.18	-0.09
YMR276W	DSK2   SPINDLE POLE BODY DUPL   UBIQUITIN-LIKE PROTEIN	-1	-1	-1	-1	-1	-1	-0.1	-0.17	0.11	0.03	0.3	-0.1	0.52	0.1	0.12	-0.03	-0.09	-0.25	-0.14	-0.58	-0.15	-0.29	-0.01	-0.23	0.84	0.57	-0.17	0.11	-0.04	0.03	0.1	0.26	0.43	0.23	0.1	0.38	0.2	0.52	-0.43	-0.64	-0.34	0.06	0.03	-0.34	-0.23	-0.42	-0.34	-0.03	0.11	-1.36	-0.04	-0.03	0.07	-0.09	0.23	0.03	-0.22	-0.76	-1.25	0.3	-0.94	-0.84	0.56	0.86	0.56	1.09	0.86	1.56	1.09	1.05	0.39	-0.45	0.61	0.39	0.28	0.52	0.76	1.02	-0.92	-0.29	0.79	-0.67	-0.97	0.39	-0.36
YMR277W	FCP1   TRANSCRIPTION            TFIIF INTERACTING COMPONENT OF CTD PHOSPHATASE 	-1	-1	-1	-1	-1	-1		-0.86	-0.34	0.04	0.2	0.24	0.2	-0.14	-0.23	-0.23	-0.07	-0.23	-0.06	-0.27	0.12	0.2	-0.2	-0.4	-0.4	-0.56	-0.45	-0.38	0.2	0.14	0.07	0.08	0.04	-0.07	-0.45	-0.03	-0.12	-0.18	0.32	0.11	0.16	0.32	0.16	-0.22	-0.09	-0.1	-0.04	0.11	-0.14	-0.69	-0.23	-0.51	-0.51	-0.27	0.68	1.01	0.46	0.15	-0.38	-0.32	-0.22	-0.79	1.66	0.88	-0.49	-0.18	-0.29	-0.1	0.33	-0.38	-0.4	-0.84	-0.27	-0.42	-0.22	-0.45	-0.51	-0.1	0.08	0.18	0.3	-0.38	-0.43	-0.3	-1.15
YMR280C	CAT8   GLUCONEOGENESIS          TRANSCRIPTION FACTOR	-1	-1	-1	-1	-1	-1	-0.07	0.26	-0.06	0.31	-0.07	-0.74	-0.51	-0.09	-0.1	-0.09	0.01	-0.49	-0.49	-0.29	0.16	-0.18	-0.12	-0.12	0.82	-0.1	0.37	-0.06	-0.49	-0.42	-0.38	-0.15	0.21	-0.3	-0.54	0.16	-0.86	0.07	-0.18	-0.47	-0.4	-0.36	-0.51	-0.42	-0.34	0.45	-0.49	-0.54	-0.43	0.46	-1.12	0.21	-1.12	-0.07	-0.49	-0.6	-0.2	-0.09	-0.12	0.23	-0.09	0.81	0.03	-0.4	1.01	0.79	0.54	0.74	0.23	0.93	-0.67	-0.45	-0.18	-0.3	0.29	0.79	0.92	0.81	-0.18	0.31	-0.15	-0.1	-0.32	0.32	0.36
YMR282C	AEP2   PROTEIN SYNTHESIS        ATP9/OLI1 MRNA TRANSLATION	-1	-1	-1	-1	-1	-1	-0.4	-0.25	-0.27	-0.12	-0.43	-0.18	-0.25	-0.34	-0.29	-0.22	-0.45	-0.2	-0.1	-0.58	-1.12	-0.69	-0.51	-0.17	-0.76	-0.51	-0.03	-0.15	-0.32	-0.34	-0.4	-0.15	-0.34	-0.03	0.1	-0.14	-0.4	-0.42	0.15	0.36	0.12	-0.17	-1.36	-0.04	0.12	0.3	0.04	-0.22	-0.23	0.56	0.24	0.1	0.15	-0.2	-0.42	-0.54	-0.58	-0.22		-0.2	-0.18	-0.01	-0.71	-0.09	-0.38	-0.49	-0.23	-0.94	-0.76	-0.97	0.01	-0.03	-0.43	-0.42	-0.62	0.37	-0.6	-0.67	-0.12	-0.22	0.08	0.06		0.69	-0.14
YMR283C	RIT1   TRNA PROCESSING          INITIATOR METHIONINE TRNA 2'-O-RIBOSYL PHOSPHATE TRANSFERASE	-1	-1	-1	-1	-1	-1	0.23	-0.14	0.24	0.07	0.08	-0.18	0.06	0.24	0.33	0.08	0.07	-0.14	-0.12	-0.25	-0.01	-0.04	-0.6	-0.12	-0.25	-0.58	-0.34	0.24	0.11	-0.15	-0.04	-0.06	-0.34	-0.47	-0.42	-0.38	-0.34	-0.45	0.39	0.1	-0.04	-0.36	-0.56	-0.1	-0.45	-0.36	-0.51	0.1	-0.22	0.23	-0.6	-0.29	-0.25	-0.15	-0.4	-0.09	-0.36	-0.58	-1.06	-0.86	-0.54	-0.92	0.26	0.7	0.2	-0.27	0.04	-0.4	-0.34	0.26	-0.14	-0.17	-0.36	-0.42	0.01	0.9	0.26	0.52	0.08	-0.04	0.36	-0.09	-0.22	0.39	-0.07
YMR284W	HDF1   DNA REPAIR               KU70 HOMOLOG	-1	-1	-1	-1	-1	-1	-0.06	-0.1	-0.22	-0.74	-0.62	-0.84	-0.47	-0.45	-0.17	-0.22	-0.01	-0.23	-0.12	-0.76	-0.23	-0.51	-0.38	-0.4	0.21	-0.09	-0.64	0.01	-0.4	-0.49	-0.64	-0.23	-0.22	-0.47	-0.64	0.31	-0.3	-0.18	-0.07	-0.09	-0.2	0.25	0.11	0.26	0.14	-0.25	0.07	-0.18	0.06	-0.67	-0.15	0.5	0.25	-0.27	-0.25	-0.58	-1.09	-1.12	-0.43	0.1	-0.42	0.1	-0.3	-0.07	-0.06	0.63	0.06	-0.03	-0.29	-0.09	-0.51	0.18	-0.67	-0.14	-0.36	0.95	-0.43	-0.27	-0.17	-0.23	-0.09	-0.03	0.07	1.28	0.18
YMR287C	MSU1   MITOCHONDRIAL BIOGENESIS COMPONENT OF 3'-5' EXONUCLEASE COMPLEX 	-1	-1	-1	-1	-1	-1	0.18	1.52	-0.06	0.06	-0.03	0.29	0.2	0.16	0.03	0.1	-0.23	0.31	0.12	-0.06	-0.23	-0.01	-0.15	-0.01	-0.17	-0.04	-0.67	-0.09	-0.3	-0.03	-0.15	-0.09	-0.12	0.15	0.14	0.07	-0.27	0.1	-0.06	0.01	-0.14	-0.76	-1.47	-1.09	0.28	0.4	0.34	-1.64	-1.56	0.88	0.38	0.16	0.15	-0.01	-0.34	-0.67	-0.92	-0.97	-1.18	0.04	-0.36	-0.69	-0.4	-0.38	-0.45	-0.32	-0.58	-0.3	-0.36	-0.34	-0.43	0.06	-0.43	-0.34	-0.58	-0.51	-0.56	-0.1	0.18	0.06	-0.14	-0.15	-0.42	-0.3	-0.71
YMR296C	LCB1   SPHINOGOLIPID METABOLISM SERINE PALMITOYLTRANSFERASE COMPONENT	-1	-1	-1	-1	-1	-1	0.08	-0.06	0.34	0.4	0.57	-0.18	0.26	-0.34	-0.18	-0.23	-0.14		0.29	-0.36	-0.15	-0.43	-0.06	-0.23	-0.69	-0.56	-0.74	-0.09		0.46		0.03	0.29	0.31	-0.07	0.11	-0.07	0.16	0.55	0.2	0.04	0.01	0.19	-0.07	0.36	0.39	0.01	-0.27	-0.2	-1.43	-0.3	-0.42	-0.4	-0.4	-0.34	-0.17	0.25	-0.42	-0.36	-0.22	-0.18	-0.74	-0.69	-0.47	0.29	-0.14	-0.25	0.23	0.21	0.07	0.18	-1.09	0.15	0.4	-0.36	0.07	-0.32	0.18	-0.04		0.21	-0.29	-0.15	0.07	0.25
