## There are #18 experiments in this file
## 001 -- alpha_factor_release_sample013
## 002 -- alpha_factor_release_sample014
## 003 -- alpha_factor_release_sample015
## 004 -- alpha_factor_release_sample016
## 005 -- alpha_factor_release_sample017
## 006 -- alpha_factor_release_sample018
## 007 -- alpha_factor_release_sample019
## 008 -- alpha_factor_release_sample020
## 009 -- alpha_factor_release_sample021
## 010 -- alpha_factor_release_sample022
## 011 -- alpha_factor_release_sample023
## 012 -- alpha_factor_release_sample024
## 013 -- alpha_factor_release_sample025
## 014 -- alpha_factor_release_sample026
## 015 -- alpha_factor_release_sample027
## 016 -- alpha_factor_release_sample028
## 017 -- alpha_factor_release_sample029
## 018 -- alpha_factor_release_sample030
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015	alpha_factor_release_sample016	alpha_factor_release_sample017	alpha_factor_release_sample018	alpha_factor_release_sample019	alpha_factor_release_sample020	alpha_factor_release_sample021	alpha_factor_release_sample022	alpha_factor_release_sample023	alpha_factor_release_sample024	alpha_factor_release_sample025	alpha_factor_release_sample026	alpha_factor_release_sample027	alpha_factor_release_sample028	alpha_factor_release_sample029	alpha_factor_release_sample030
yhr211w	0.24	0.25	-0.09	NA	0.17	-0.48	0.09	-0.23	-0.1	-0.27	-0.14	-0.17	0.19	-0.32	-0.16	-0.07	0.07	-0.31
yhl026c	-0.17	-0.69	-0.37	-0.79	-0.96	-0.57	-0.84	-0.03	0.81	0.54	0.39	0.03	-0.38	-0.25	-0.64	0.08	-0.09	0.29
yjr033c	0.52	0.16	0.55	0.56	0.47	0.66	-0.03	0.33	0.22	0.5	0.73	0.33	0.09	0.33	0.57	0.55	0.27	0.22
yhl025w	-0.29	1.04	-0.57	-0.21	-0.44	-0.19	-0.17	-0.25	-0.03	0.24	0.09	-0.27	-0.19	-0.06	-0.54	-0.12	-0.43	0.12
yhr216w	-0.34	-0.07	-0.6	-0.31	-0.73	-0.07	-0.6	-0.37	-0.02	0.12	0.1	-0.06	-0.23	-0.08	-0.08	0.22	-0.29	-0.03
yhl024w	0.36	-0.03	0.26	-0.05	0.08	-1.06	0.16	0.18	0.1	-0.04	-0.5	-0.22	-0.11	0.32	-0.1	0.1	0.27	-0.1
yhl022c	-0.13	-0.08	-0.23	-0.85	-0.26	-0.48	0.3	-0.06	-0.21	NA	-1.48	-0.57	-0.56	0.3	-0.89	-0.05	0.17	-0.28
yjr034w	0.15	-0.21	-0.26	-0.28	0.12	-0.22	-0.13	-0.44	-0.12	-0.22	-0.11	-0.15	-0.02	-0.3	-0.49	-0.21	-0.44	0.05
yhl021c	0.58	1.52	1.61	0.63	-0.22	-0.23	-0.17	-0.06	-0.09	0.27	0.19	0.23	-0.06	-0.12	0.03	-0.32	0.27	-0.07
yhl020c	-0.01	0.16	0.21	0.03	0.08	0.35	0.29	0.34	0.2	0.22	0.1	0.01	-0.12	0.51	0.06	0.22	NA	0.09
yhl019c	0.13	-0.71	0.12	0.1	-0.27	-0.25	0	0.13	-0.1	-0.22	-0.29	-0.1	-0.07	-0.11	-0.19	-0.05	0.29	0.08
yhl018w	0.26	-0.39	0.1	-0.41	0.25	0.33	0.32	0.19	-0.08	-0.15	-0.08	-0.24	NA	0.16	0.06	0.06	0.29	-0.79
yhl017w	0.12	-0.86	-0.29	-0.43	-0.15	-0.71	-0.12	-0.6	-0.39	-0.37	-0.37	-0.3	-0.11	-0.37	-0.31	-0.48	-0.11	-0.36
yhl016c	0.02	-0.29	0.09	-0.35	-0.25	-0.4	0.17	-0.08	-0.22	-0.37	-0.29	-0.47	-0.23	0.06	-0.13	-0.17	0.12	1.24
yhl015w	0.49	-0.34	0.23	0.27	0.32	-0.13	0.27	0.02	0.38	0.18	0.47	0.15	0.41	0.25	0.67	0.25	0.53	0.38
yhl014c	0.06	-0.47	0.07	-0.63	-0.08	-0.53	0.3	-0.06	0	-0.1	-0.18	-0.2	-0.28	-0.01	-0.14	-0.17	-0.01	0.19
yhl013c	-0.04	-1.11	-0.18	-0.17	0.08	-0.45	0.08	-0.35	0.02	-0.15	-0.05	0.09	0.26	-0.03	-0.17	-0.16	0.1	-0.24
yjr035w	-0.37	0.09	-0.46	-0.26	-0.13	0.06	-0.68	-0.15	-0.04	-0.04	0.16	-0.24	-0.34	-0.16	-0.29	0.21	-0.11	0.05
yhl012w	0.11	-0.65	-0.02	-0.36	-0.88	-0.41	-0.66	-0.24	-0.08	-0.76	-0.59	-0.15	-0.18	0.09	-0.66	0.22	NA	-0.5
yhl011c	0.6	0.18	-0.35	0.17	-0.03	0.29	0.01	0.26	0.23	0.59	0.4	0.06	0.12	0.22	0.09	0.15	-0.04	0.27
yhl010c	0.19	-0.01	0.32	0.07	-0.05	-0.06	-0.44	0.04	0.42	-0.31	0.17	0.07	-0.18	0.09	-0.14	0.42	0.01	-0.27
yhl047c	0.3	-0.07	0.25	0.16	0.47	0.27	1.09	0.81	NA	1.26	1.87	NA	NA	NA	1.82	1.62	NA	1.61
yhl009c	0.1	0.13	-0.25	-0.16	-0.37	0.21	-0.01	0.4	0.09	0.47	0.03	0.13	-0.17	0.18	-0.96	0.18	-0.06	0.27
yhl008c	0.22	0.11	0.47	0.23	-0.1	0.17	-0.08	0.39	0.25	0.02	0.39	0.14	-0.03	-0.08	-0.06	0.34	-0.05	0.25
yhl007c	0.04	-0.15	-0.3	0.22	-0.34	0.24	-0.16	0.17	-0.14	0.6	0.14	0.21	-0.15	0.15	-0.29	0.12	-0.31	0.3
yhl006c	0.12	-0.25	0.35	-0.24	0.01	0.01	-0.47	-0.15	0.06	-0.42	-0.06	-0.1	-0.1	0.11	-0.08	0.02	-0.22	-0.03
yhl004w	0.01	-0.32	0.15	0.03	0.12	0.04	-0.04	0.08	0.1	-0.37	0.39	-0.05	-0.02	0.09	-0.06	0.23	-0.31	-0.04
yjr036c	-0.48	0.98	-0.58	-0.89	-0.86	-0.59	-0.49	-0.54	-0.32	-0.47	0.02	-0.74	-0.02	0.04	-0.33	-0.37	-0.68	-0.22
yil131c	-0.47	-0.77	-0.54	-0.65	0.74	1.21	0.84	0.5	0.49	-0.3	NA	-0.82	-0.15	0.49	0.96	0.61	0.69	NA
yil130w	-0.75	-0.81	-0.59	-0.68	-0.66	-0.59	-0.26	-0.46	-0.33	-0.2	-0.49	-0.26	-0.19	-0.45	-0.34	-0.22	0.03	-0.12
yil129c	-0.72	-1.25	-0.35	-0.63	0.22	0.31	0.51	0.2	0.06	-0.22	-0.76	-1.27	-0.24	0.26	0.56	0.38	0.42	-0.13
yil128w	-0.05	-0.48	-0.17	-0.2	-0.03	-0.28	0.15	-0.29	0	-0.07	-0.08	-0.01	0.06	-0.11	0.06	0	0.14	-0.18
yil127c	0.02	-1.07	-0.34	-0.47	0.28	-0.23	0.36	0.2	0.31	-0.24	0.19	-0.18	-0.03	0.33	0.03	0.1	0.3	-0.48
yil126w	-0.98	-1.39	-0.42	0.01	-0.76	-0.93	-0.2	-0.29	0.18	-0.24	-0.25	-0.76	-0.43	-0.51	0.43	-0.14	-0.35	0.2
yil125w	-0.38	0.82	-0.56	-0.21	0.16	-0.19	0.24	-0.53	0.34	-0.2	0.27	-1.58	0.1	-0.29	0.43	0.36	-0.38	-0.2
yil124w	-0.29	0.66	0.31	0.27	-0.34	-0.12	-0.68	-0.72	-0.43	-0.13	-0.3	0.07	-0.13	-0.57	-0.26	-0.27	-0.24	-0.36
yil123w	-1.05	-0.98	-1.03	-0.16	0.25	0.29	0.71	0.28	0.43	-0.42	-0.52	-0.4	0.09	0.57	0.59	0.74	0.17	0.18
yil122w	0.3	0.05	-0.75	-0.36	-0.35	0.2	-0.73	0.07	0.2	0.53	-0.85	-0.35	-0.64	-0.28	-0.44	-0.16	0.09	0.33
yil121w	0.44	0.17	0.56	-0.27	-1.45	-0.36	-0.31	-0.36	0.01	-0.37	NA	-0.27	-0.24	-0.36	-0.14	0.01	-0.66	-1.16
yil120w	-0.05	-0.28	-0.17	-0.14	-0.5	-0.16	-0.24	-0.26	-0.1	-0.05	-0.09	-0.18	-0.13	-0.34	-0.63	-0.2	-0.47	-0.2
yil119c	-0.65	0.31	-1.65	-2.38	NA	-1.24	NA	-1.12	-0.51	-0.33	NA	-0.27	-0.43	-0.37	-0.68	-0.47	-0.34	-0.14
yil118w	0.23	0.23	-0.84	NA	-0.2	0.59	0.13	0.25	0.04	-0.12	-0.19	-0.14	0.06	0.36	0.2	0.29	0.2	0.17
yil117c	NA	1.3	0.07	-0.28	-0.28	-0.18	-0.12	-0.21	-0.22	-0.63	-0.23	-0.37	-0.07	0.08	0.39	0.31	0.19	-0.2
yil116w	0.16	0.49	0.51	0.5	-0.11	0.19	-0.23	-0.11	0.16	-0.08	0.08	-0.01	0	0.15	0.1	0.24	-0.02	0.25
yil115c	-0.23	-0.48	0	-0.32	0.49	-0.29	-0.16	-0.22	0.23	-0.14	0.46	-0.08	-0.08	-0.03	0.18	0.13	-0.21	-0.03
yil114c	0.21	0.29	-0.14	-0.07	-0.6	-0.26	-0.65	-0.59	-0.34	-0.4	-0.27	-0.43	-0.08	-0.34	-0.45	-0.39	-0.55	-0.33
yil113w	0.31	0.6	0.52	-0.04	0.45	-0.11	0.12	-0.2	-0.25	-0.3	-0.24	-0.11	-0.26	0.24	-0.09	0.16	0.19	-0.43
yjr037w	-0.53	0.12	-0.32	-0.27	-1.02	0.18	-0.63	-0.06	-0.27	-0.52	-0.6	-0.52	-0.32	-0.14	-1.22	0.09	-0.08	-0.15
yil112w	-0.01	-0.37	-0.23	-0.4	0.06	-0.52	0.29	-0.28	0.13	-0.07	-0.17	-0.12	0.08	-0.29	0.03	-0.14	0.14	-0.13
yil111w	0.07	0.46	0.71	0.59	0.31	0.44	0.14	-0.26	-0.33	-0.57	-0.34	-0.57	-0.52	0.72	-0.38	-0.25	-0.03	-0.6
yil110w	0.17	-0.78	-0.37	-0.19	0.04	0.14	0.17	0.22	0.15	-0.04	-0.11	-0.1	0.17	-0.08	-0.13	-0.16	0.42	0.01
yil109c	0.01	-0.33	0.18	0	0.38	0.41	0.35	0.31	0.26	-0.02	0.55	0.17	0.06	0.15	0.5	0.19	0.5	-0.14
yil108w	0.53	2.23	0.72	0.16	0.17	-0.24	0.26	-0.3	0.02	-0.03	-0.02	0.07	0.1	-0.35	-0.2	-0.03	0.12	-0.09
yil107c	-0.19	-0.14	0.62	0.24	0.12	0.31	0.23	-0.24	0	-0.15	-0.07	-0.45	-0.2	NA	0.26	0.18	0.14	-0.34
yil106w	-0.42	NA	-0.87	-1.02	-0.61	-0.49	0.43	0.24	0.7	0.2	-0.23	-0.5	-0.28	-0.4	-0.15	0.09	0.56	0.31
yil105c	-0.24	-0.43	-0.22	-0.06	0.13	0.59	0.12	0.05	-0.09	0.17	0.43	-0.11	-0.28	0.22	0.37	0.28	0.29	-0.25
yil104c	-0.27	-1.17	-0.97	-0.98	-0.79	-1.7	-0.85	-1.36	-0.89	-1.29	-0.68	-0.4	0.2	-0.37	-0.12	-0.47	-0.45	-0.93
yjr038c	1.17	-0.08	-0.35	-0.2	-0.09	-0.27	-0.54	-0.11	-0.23	-0.34	-0.03	-0.12	-0.15	-0.27	-0.45	0.11	-0.66	-0.03
yil103w	-0.16	-1.05	-0.25	-0.4	-0.13	-0.1	0.43	0.14	0.16	-0.12	-0.45	-0.36	-0.15	-0.18	0.13	-0.1	0.36	-0.29
yil101c	-0.02	0.25	0.08	-0.32	-0.22	-0.11	-0.72	-0.01	0.09	-0.46	-0.11	-0.35	-0.41	-0.86	-0.03	0.36	-0.37	NA
yil100w	-0.25	0.1	-0.37	-0.53	-0.23	-0.1	0.07	-0.22	-0.22	-0.06	-0.55	-0.18	-0.09	0.1	-1.48	0.16	-0.44	-0.08
yil099w	0.35	0.08	-0.14	0.17	-0.51	-0.18	-1	-0.2	-0.34	-0.74	NA	-0.34	-0.14	-0.18	-0.39	0.26	-0.28	-0.94
yil098c	0.03	0.44	-0.17	NA	-0.29	0.37	-0.24	0.27	-0.02	-0.04	0	0.01	-0.07	0.24	-1.18	-0.16	-0.16	-0.04
yil097w	0	-0.33	0.11	0.24	-0.48	-0.36	-0.5	-0.3	0.15	-0.02	-0.78	0.24	-0.2	-0.35	-0.5	0.35	-0.38	-0.56
yil096c	0.06	-0.71	-1.31	-0.63	-0.43	-0.33	-0.21	-0.18	0.2	0.07	0.04	-0.38	0.13	0.02	-0.81	0.01	-0.4	0.13
yil095w	-0.21	-0.18	0	-0.12	-0.14	-0.41	-0.25	-0.27	0.07	-0.34	0.2	-0.1	-0.13	-0.28	0.09	0.24	-0.01	-0.8
yil094c	-0.34	0.2	-0.64	-0.01	-0.48	0.22	-0.01	0.36	0.35	0.45	0.31	0.15	0.21	0.32	0.41	0.47	0.49	0.45
yjr039w	-0.45	0.46	-0.8	-0.33	-1.46	-0.1	-0.84	-0.2	-0.02	-0.29	-0.21	-0.44	-0.3	-0.03	-0.22	-0.04	-0.21	-0.01
yil093c	-0.2	-0.11	-0.58	-0.55	-0.32	-0.21	-0.06	-0.34	0.15	-0.28	0.21	0.04	-0.13	-0.33	-0.07	0.53	-0.47	-0.1
yil092w	-0.37	-0.62	-0.93	-0.66	-0.65	-0.31	-0.46	-0.11	0.16	0.08	-0.08	-1.24	-0.34	-0.04	-0.99	-0.2	-0.61	-0.11
yil091c	-0.12	-0.74	-0.71	-0.42	-0.18	-0.18	-0.1	0.17	0.53	-0.14	0.79	0.17	0.08	0.14	0.16	0.64	-0.17	-0.16
yil090w	-0.36	-0.43	-0.67	0	-0.3	-0.22	-0.16	-0.18	0.05	0.03	-0.09	-0.41	-0.03	-0.04	-0.32	-0.15	-0.57	-0.1
yil171w	0.79	0.43	0.72	0.68	0.44	0.4	0.01	0.19	0.21	0.07	0.76	0.58	0.47	0.59	0.09	0.29	0	-0.13
yil089w	NA	-0.18	0.49	-0.05	0.06	-0.2	0.28	0.25	0.15	-0.04	-0.17	-0.26	-0.16	0.05	-0.04	-0.03	0.29	-0.33
yil088c	-0.02	-0.38	0.3	0.42	0.46	0.24	0.39	0.1	0.03	-0.17	0	-0.01	0.21	-0.17	0.12	-0.26	0.27	-0.19
yil087c	0.16	-0.21	0.24	-0.26	-0.01	-0.17	0.18	-0.33	-0.27	-0.22	-0.28	-0.42	-0.35	-0.23	-0.37	-0.04	-0.03	-0.34
yjl204c	-0.04	-0.95	-0.45	-0.46	-0.43	NA	0.02	-0.43	-0.2	-0.18	-0.32	-0.29	-0.12	-0.45	-0.29	-0.08	-0.19	-0.47
yil085c	0.13	-0.45	0	-0.51	0.18	-0.02	0.36	0.13	0.2	-0.07	0.09	-0.27	-0.07	-0.03	0.19	0.14	0.23	-0.23
yil084c	0.18	-0.61	-0.02	-0.39	-0.04	-0.17	0.37	-0.24	0.04	-0.08	-0.3	-0.22	0.07	-0.22	-0.17	-0.26	-0.07	-0.26
yil083c	0.96	-0.05	0.24	-0.08	0.57	0.36	0.51	0.01	0.2	0.04	0.21	-0.03	0.16	0.12	0.22	0.21	0.23	-0.21
yil079c	NA	2.12	1.48	1.1	0.58	0.31	0.77	0.05	0.2	0.2	0.05	0.03	0.45	0.13	-0.18	0.15	0.13	0.09
yil078w	0.38	-0.23	0.03	-0.03	0.02	0.14	0.17	-0.01	0.17	-0.05	0.26	0.03	-0.02	0.02	0.49	0.31	0.14	-0.08
yil077c	0.03	-0.33	-0.14	-0.31	-0.28	-0.18	0.2	-0.15	0.01	-0.01	-0.02	-0.12	-0.03	-0.1	-0.1	-0.09	-0.92	-0.14
yil076w	0.09	0.58	0.1	0.14	0.15	0.29	-0.13	0.2	0.16	-0.47	0.23	-0.11	0.03	-0.09	0.18	0.34	-0.29	-0.32
yjr040w	-0.01	-0.15	-0.18	0.32	-0.07	-0.14	-0.25	-0.1	-0.11	-0.1	0.12	0.25	0.2	-0.09	-0.2	0	-0.26	-0.01
yil075c	0	0.1	-0.1	0.27	-0.04	0.02	-0.06	-0.05	0.23	0.35	0.41	0	-0.04	-0.07	-0.11	0.16	-0.43	0.02
yil073c	-0.54	-0.57	-1.75	-0.37	-0.57	-0.29	-0.42	-0.3	-0.1	-0.54	-0.44	-0.55	-0.28	-0.34	-1.07	-0.06	-0.26	0.09
yil072w	-0.22	0.09	0.15	-0.66	-0.39	-0.56	-0.32	-0.62	0.01	-0.31	-0.19	-0.35	0.06	-0.34	-0.06	0.26	-0.72	-0.28
yil070c	-0.58	-0.24	0.17	0.3	0.19	0.34	0.09	0.22	0.22	-0.53	0.25	-0.06	-0.07	0.12	-0.13	0.11	-0.47	-0.53
yil169c	0.64	0.21	-0.42	0.01	0.09	0.14	0.49	0.35	0.28	-0.1	0.4	0.99	1.12	1.35	1.07	1.3	0.03	0.27
yil069c	-0.36	0.16	-0.62	0.07	-0.6	0.18	-0.45	0.06	-0.02	0.35	-0.17	-0.05	0.1	0.02	0.01	0.14	0.1	0.2
yil068c	-0.27	-0.38	-0.19	-0.23	-0.12	-0.25	-0.18	-0.39	0.13	-0.4	0.39	-0.04	-0.12	-0.14	0.1	0.28	-0.21	0.04
yil067c	0.09	0.03	-0.33	-0.33	-0.42	-0.19	-0.24	-0.23	0.1	0.2	-0.03	-0.37	0.18	-0.13	-0.61	0.05	-0.29	0.24
yjr041c	0.36	-0.37	-0.32	-0.14	0.38	-0.09	0.34	0.13	0.23	0.23	0.29	-0.12	0.2	0.03	0.43	0.34	0.29	0.27
yil066c	-1.24	-0.15	1.07	1.34	1.21	NA	-0.26	-0.66	-0.67	-1.1	0.63	1.21	0.94	0.61	0.39	0.13	-1.05	-1.13
yil065c	-0.73	0.24	-0.74	-2.39	-0.2	-0.4	-0.53	-0.25	-0.23	-0.08	-0.29	-0.71	-0.12	-0.47	-1.2	-0.26	-0.29	-1.18
yil064w	0.22	-0.08	-0.1	-0.21	0.12	-0.24	0.26	0.16	0.97	0.07	-0.02	-0.17	0.12	0.04	0.12	-0.12	0.3	-0.18
yil063c	-0.26	-0.46	-0.06	0.07	-0.05	NA	0.1	-0.29	-0.04	-0.1	-0.17	-0.03	0.01	-0.2	-0.16	-0.14	0.06	-0.07
yil062c	0.07	-0.05	0.35	0.14	-0.03	-0.28	0.08	-0.2	-0.05	-0.38	-0.05	-0.32	-0.12	-0.33	0.03	-0.22	0.05	-0.43
yil061c	-0.15	-0.3	-0.26	-0.31	0.15	-0.27	0.21	-0.28	-0.04	-0.14	-0.18	-0.14	-0.03	-0.24	-0.35	-0.23	-0.41	-0.18
yil059c	0.53	0.38	0.62	0.29	0.39	0.14	0.36	0.09	0.31	0.38	0.09	0.24	0.19	0.41	0.11	0.02	0.31	-0.04
yil058w	0.68	0.29	0.57	0.55	0.3	0.47	0.43	0.45	0.18	0.96	0.17	0.32	0.15	0.33	0.28	0.13	0.07	0.08
yjr042w	0.46	0.28	0.91	0.49	0.88	1.11	0.68	0.58	0.58	0.67	NA	-0.04	0.26	0.51	0.67	0.63	0.58	0.94
yil056w	0.28	0.7	0.13	-0.19	0.04	-0.16	0.07	-0.07	-0.21	-0.28	-0.23	-0.42	-0.14	-0.12	0.19	0.06	0.14	-0.07
yil055c	-0.05	0.11	0.13	-1.06	-0.13	-0.36	-0.09	-0.77	-0.17	0	-0.15	-0.21	-0.23	-0.26	-0.18	-0.07	-0.13	0.43
yil054w	-0.08	-0.14	0.15	-0.28	-0.01	0.04	0.24	-0.1	-0.31	-0.3	-0.37	-0.4	-0.09	-0.09	-0.24	-0.07	-0.09	-0.28
yil053w	0.29	0.34	0.47	NA	0.29	0.09	0.63	0.34	0.57	0.3	0.18	0.13	0.04	-0.04	0.25	0.04	0.23	-0.03
yil052c	0.15	0.1	-0.13	0.14	-0.14	0.14	-0.23	0.48	0.49	-0.08	0.61	0.02	0.27	0.41	0.47	0.46	0.14	0.02
yil051c	-0.75	0.07	-0.73	-0.31	-0.51	-0.02	-0.3	-0.06	0.07	0.27	0.1	-0.35	-0.19	-0.15	0.14	-0.12	-0.03	-0.04
yil050w	-0.58	-0.53	-0.73	-0.32	-0.26	0.28	-0.14	0	0.06	-0.64	-0.22	-0.32	-0.13	0.12	-0.3	0.28	-0.28	-0.38
yil049w	-0.08	0.2	-0.14	-0.34	-0.73	-0.18	-0.24	-0.33	0.02	0.14	-0.35	-0.58	-0.24	-0.33	-0.83	-0.25	-0.47	-0.15
yil048w	-0.1	-0.15	-0.35	-0.09	-0.23	0.06	0.08	0.2	0.32	-0.16	0.41	0.1	-0.05	0.16	0.27	0.53	-0.27	-0.14
yil047c	-0.2	-0.76	-1.01	-0.8	-0.34	-0.03	-0.04	-0.26	0.03	0.01	-0.33	-0.17	-0.11	0.05	-0.06	0.18	-0.44	-0.08
yjr043c	-0.21	-0.67	0.37	0.33	0.29	-0.22	-0.04	-0.2	-0.19	-0.25	-0.03	0.22	0.22	-0.29	-0.2	-0.36	0.13	-0.32
yil046w	-0.11	0.38	-0.43	-0.13	-0.14	0.27	0.16	0.02	0.17	-0.11	0.26	0.19	0.07	0.07	-0.08	0.39	-0.18	-0.14
yil045w	-0.6	0.08	-0.27	-0.64	-0.39	-0.18	-0.15	-0.24	-0.29	0.23	-0.27	-0.02	-0.1	0.02	-0.53	-0.09	-0.37	-0.14
yil044c	-0.03	-0.41	-0.13	-0.12	-0.31	-0.36	-0.29	-0.11	0.15	-0.6	0.15	-0.33	0.04	-0.33	-0.28	-0.2	-0.53	-0.4
yil043c	-0.01	0.32	0.09	0.2	-0.06	0.32	0.05	-0.04	0.16	0.39	0.22	0.06	0.28	0.22	0.22	0.06	-0.13	0.1
yil042c	0.28	0.73	-0.28	-0.03	-0.28	-0.1	-0.36	-0.3	-0.08	-0.47	-0.23	-0.06	0.02	-0.29	NA	0.17	-0.43	-0.15
yil041w	-0.3	0.59	-0.03	0.29	-0.14	0.65	-0.04	0.08	0.19	0.4	0.17	0.14	0.12	0.32	0.18	0.31	0.09	0.22
yil040w	0.31	-0.17	-0.18	-0.17	0.23	-0.16	0.12	0.04	-0.09	-0.2	-0.08	-0.19	0.21	-0.08	0.03	-0.39	0.34	-0.42
yil039w	0.09	0.01	0.15	NA	0.33	-0.06	0.35	-0.06	0.21	0.04	0.02	0	0.11	0.03	0.06	-0.12	0.12	-0.01
yil038c	-0.34	NA	-0.21	0.09	0.11	-1.33	0.09	-0.02	0	0.04	0.23	0.14	0	-0.18	NA	-0.09	0.01	0
yil037c	NA	2.41	0.44	NA	-0.03	-0.48	-0.11	-0.31	-0.07	-0.27	-0.35	-0.8	-0.13	0.02	-0.92	-0.2	-0.18	0.09
yjr044c	0.21	0.54	0.88	0.34	0.72	0.09	0.36	0.3	0.2	-0.03	0.33	-0.04	0.02	-0.07	0.36	-0.01	0.34	NA
yil036w	0.07	0	0.03	-0.27	0.01	-0.38	-0.01	0.04	-0.08	0.1	-0.04	0	-0.12	-0.23	-0.13	-0.19	0.03	0.03
yil035c	-0.04	-0.42	-0.26	-0.74	-0.26	-0.69	-0.13	-0.56	-0.07	-0.17	-0.09	-0.23	-0.14	-0.49	-0.36	-0.34	-0.23	-0.21
yil034c	0.59	0.65	0.47	0.43	0.31	-0.07	-0.15	-0.27	-0.33	-0.51	-0.23	-0.27	-0.08	-0.34	-0.01	-0.39	0.23	-0.38
yil168w	-0.09	-0.02	-0.43	-0.25	-0.55	0.28	-0.46	-0.13	-0.02	0.32	-0.31	-0.01	-0.33	-0.06	-1.81	-0.13	-0.23	-0.04
yil033c	0.27	0.67	0.49	-0.06	-0.16	-0.09	-0.04	0.07	-0.21	0.07	-0.14	0.15	0.06	-0.03	-0.25	-0.1	0.2	0.03
yil032c	0.09	-0.5	-0.3	-0.82	-0.32	-0.8	-0.02	-0.26	-0.47	-0.77	-0.51	-0.47	-0.26	-0.04	-0.57	-0.43	0.12	-0.28
yil031w	-0.15	1.05	-0.57	-0.55	-0.23	-0.49	-0.04	-0.29	-0.1	0.16	-0.27	0.05	-0.25	-0.08	-0.13	0.25	-0.18	-0.03
yil030c	0.23	-0.95	-0.11	-0.18	0.2	0.08	0.49	0.27	0.29	0.21	0.4	0.22	0.01	0.11	0.4	0.3	0.4	-0.03
yil029c	0.21	0.42	0.07	-0.16	0.07	-0.05	-0.04	-0.14	0.08	-0.15	-0.17	-0.07	-0.2	-0.1	-0.13	-0.12	0.22	-0.1
yjr045c	0.03	-0.48	0.06	0.13	0.57	0.2	0.56	0.22	0.23	0.31	0.02	0.13	-0.23	-0.01	0.01	0.24	0.09	-0.15
yil028w	0.15	0.21	0.04	-0.02	-0.03	0.28	-0.19	0.2	0.1	-0.03	-0.1	-0.08	0.17	0.29	-0.22	0.14	-0.32	-0.09
yil027c	-0.31	0.32	-0.28	-0.13	0.07	0.39	0.09	0.19	0.16	0.27	0.02	-0.24	0.16	0.12	0.14	-0.12	0.23	0.01
yil026c	-0.28	NA	0.13	0.46	0.15	0.05	-0.22	-0.19	0	-0.09	0.5	0.31	0.29	0.13	0.19	0.25	-0.44	-0.3
yil024c	-0.4	0.03	0.1	0.14	-0.17	0.19	-0.13	-0.15	0.05	-0.28	0.03	-0.11	0.11	0.08	-0.16	0.16	0.07	-0.19
yil166c	-0.7	0.13	-0.51	-0.04	-0.58	-0.05	-0.64	-0.58	-0.24	0.46	-0.22	0.1	-0.24	-0.06	-1.09	-0.13	-0.07	-0.16
yil023c	-0.34	-0.03	-0.56	-0.35	-0.55	0.11	0.03	-0.22	0.11	-0.03	-0.1	-0.33	-0.14	0.05	-0.04	0.1	-0.28	0.05
yil022w	0.05	0.18	0.05	0.19	0.03	0.27	0	0.24	0.2	0.25	0.26	0.23	0.26	0.29	0.08	0.4	-0.17	0.1
yil021w	-0.65	-0.56	-0.94	-0.55	-0.65	-0.16	-0.3	-0.41	0.02	-0.08	-0.04	-0.21	-0.17	-0.24	-0.28	-0.03	-0.58	-0.08
yil020c	-0.3	-0.33	-0.75	-0.44	-0.3	-0.28	-0.29	-0.12	0.07	-0.1	0.04	-0.07	0.19	0.06	-0.06	0.12	-0.31	-0.19
yjr046w	0.06	-0.1	-0.04	0.07	0.34	0.23	0.51	0.23	0.06	-0.06	-0.19	-0.09	0	-0.22	0.07	-0.16	-0.16	-0.16
yil019w	-0.48	-0.89	-1.7	-0.72	-0.59	0.1	-0.1	0.16	0.24	0.3	-0.17	-0.29	-0.06	0.32	-0.5	0.16	-0.02	0.2
yil018w	0.18	0.09	-0.05	0.05	-0.14	0.03	-0.2	0.23	0.09	0.08	0.14	0.05	0.3	0.29	0.33	0.27	-0.07	0.07
yil016w	0.35	0.16	0.44	0.06	0.02	0.11	0.16	0.42	-0.04	-0.19	-0.54	0	0.09	0.2	NA	-0.01	NA	-0.01
yil015w	-0.18	0.14	-0.41	-1.2	-1.11	0.17	-1	-1.36	-0.22	0.17	NA	-0.6	-0.98	0.23	-2.01	-1.06	-0.3	-0.48
yil014w	0.4	0.06	0.16	-0.14	0.11	-0.23	0.16	-0.01	0.05	-0.28	-0.02	-0.15	0.01	-0.22	-0.05	-0.37	0.16	-0.08
yil013c	0.18	-0.2	-0.26	-1.02	-0.2	-1.07	-0.04	-0.21	0.13	-0.28	-0.41	-0.3	-0.36	-0.11	-0.59	-0.31	0.07	0.03
yil012w	0.27	0.09	0.21	-0.07	0.2	0.17	0.04	0.26	-0.18	-0.39	-0.25	-0.01	0.01	0.15	-0.87	-0.14	-1.16	-0.02
yil011w	-0.28	-0.6	-0.44	-0.45	-0.07	-0.36	0.49	-0.09	0.47	0.16	0.12	0.08	0.15	-0.04	0.22	-0.08	0.38	0.04
yjr047c	0.14	0.03	0.26	0.12	0.46	0.19	0.35	-0.04	0.21	0.18	0.18	0.1	0.11	-0.02	0.18	-0.11	-0.5	-0.19
